Train_Number_All,isReturn,isOneway,dept_datetime
J,0,0,2018/10/28
K,1,0,2008/9/18
I,1,0,2018/8/30
C,1,0,2010/5/18
J,0,0,2010/4/18
J,0,0,2006/3/19
E,0,0,2007/9/18
B,1,0,2019/3/31
J,0,0,2009/2/18
L,0,0,2019/6/16
G,1,0,2019/1/23
N,1,0,2018/11/20
I,1,0,2019/2/20
J,0,0,2019/7/14
C,1,0,2018/10/25
L,0,0,2001/2/19
A,0,0,2001/2/19
A,0,0,2019/2/24
K,1,0,2007/12/18
C,1,0,2018/11/27
G,1,0,2018/11/27
G,1,0,2003/10/19
C,1,0,2007/11/19
A,0,0,2018/7/18
J,0,0,2009/12/18
E,0,0,2011/7/18
E,0,0,2011/11/18
J,0,0,2019/4/29
J,0,0,2007/8/18
A,0,0,2007/8/18
J,0,0,2018/8/28
E,0,0,2010/9/18
F,0,0,2019/1/22
J,0,0,2019/4/28
F,0,0,2019/4/21
M,0,0,2018/7/22
E,0,0,2011/4/18
A,0,0,2011/4/18
J,0,0,2011/11/18
J,0,0,2004/7/19
J,0,0,2012/9/18
C,1,0,2019/2/19
E,0,0,2018/8/28
H,0,0,2019/1/17
G,1,0,2019/5/22
A,0,0,2018/10/17
A,0,0,2010/2/18
H,0,0,2018/7/29
H,0,0,2007/9/19
F,0,0,2005/6/19
I,1,0,2007/4/18
D,1,0,2018/10/24
C,1,0,2018/11/29
D,1,0,2012/6/18
K,1,0,2019/3/28
G,1,0,2019/3/28
C,1,0,2004/9/19
I,1,0,2007/7/19
A,0,0,2019/1/15
J,0,0,2019/5/27
N,1,0,2010/4/18
C,1,0,2019/6/19
M,0,0,2018/11/27
I,1,0,2018/10/17
J,0,0,2019/1/22
D,1,0,2011/7/18
D,1,0,2019/6/13
A,0,0,2019/5/22
B,1,0,2018/12/13
B,1,0,2019/1/31
C,1,0,2019/4/24
C,1,0,2018/9/26
D,1,0,2018/10/14
I,1,0,2018/10/30
C,1,0,2018/11/14
N,1,0,2019/1/22
D,1,0,2019/4/28
L,0,0,2019/3/27
H,0,0,2018/9/20
F,0,0,2019/2/19
E,0,0,2005/5/19
A,0,0,2018/8/20
A,0,0,2019/1/20
C,1,0,2009/12/18
K,1,0,2018/9/13
B,1,0,2012/5/18
F,0,0,2012/3/18
H,0,0,2018/11/28
F,0,0,2019/4/22
I,1,0,2009/6/18
E,0,0,2007/10/18
G,1,0,2018/6/26
F,0,0,2019/2/20
E,0,0,2019/2/21
H,0,0,2018/7/16
B,1,0,2005/7/19
F,0,0,2018/9/25
J,0,0,2019/6/16
L,0,0,2019/3/24
J,0,0,2019/3/31
B,1,0,2007/11/18
B,1,0,2006/2/19
K,1,0,2018/11/25
C,1,0,2018/10/31
B,1,0,2018/11/22
N,1,0,2019/2/19
I,1,0,2005/12/19
B,1,0,2019/6/13
C,1,0,2007/7/19
F,0,0,2018/11/19
L,0,0,2019/5/15
F,0,0,2019/5/15
A,0,0,2007/3/18
L,0,0,2019/4/23
L,0,0,2019/5/20
H,0,0,2019/6/24
J,0,0,2007/3/19
L,0,0,2019/3/31
F,0,0,2012/11/18
J,0,0,2011/12/18
M,0,0,2019/1/20
L,0,0,2018/11/14
C,1,0,2018/10/22
I,1,0,2001/9/19
C,1,0,2019/5/15
L,0,0,2019/1/16
F,0,0,2008/1/18
E,0,0,2018/8/21
G,1,0,2008/7/18
K,1,0,2019/7/17
C,1,0,2018/9/20
C,1,0,2019/6/28
I,1,0,2019/3/27
G,1,0,2018/8/30
D,1,0,2019/1/27
I,1,0,2009/5/18
B,1,0,2019/7/17
C,1,0,2009/12/18
G,1,0,2012/6/18
I,1,0,2006/8/19
H,0,0,2018/8/13
H,0,0,2019/3/27
H,0,0,2007/3/19
F,0,0,2009/4/18
C,1,0,2010/9/18
C,1,0,2018/10/18
B,1,0,2007/11/19
L,0,0,2019/6/18
L,0,0,2008/5/18
H,0,0,2019/6/17
L,0,0,2018/9/18
D,1,0,2018/12/19
I,1,0,2012/10/18
D,1,0,2018/12/16
B,1,0,2018/9/19
C,1,0,2004/10/19
F,0,0,2018/7/16
L,0,0,2019/2/24
A,0,0,2018/7/16
B,1,0,2018/7/25
H,0,0,2009/3/18
A,0,0,2010/7/18
C,1,0,2005/12/19
E,0,0,2019/6/23
H,0,0,2019/2/20
C,1,0,2019/6/20
F,0,0,2019/2/21
L,0,0,2019/2/17
A,0,0,2019/2/19
H,0,0,2019/1/24
F,0,0,2019/6/24
L,0,0,2018/9/16
A,0,0,2018/11/13
C,1,0,2004/4/19
G,1,0,2018/7/29
F,0,0,2007/9/18
E,0,0,2018/6/26
N,1,0,2018/10/22
E,0,0,2011/8/18
L,0,0,2018/10/22
H,0,0,2012/2/18
L,0,0,2004/4/19
B,1,0,2018/7/18
G,1,0,2018/8/22
H,0,0,2018/9/24
D,1,0,2006/4/19
J,0,0,2019/6/23
K,1,0,2019/3/27
D,1,0,2019/3/27
L,0,0,2018/10/17
D,1,0,2004/11/19
G,1,0,2005/5/19
M,0,0,2007/8/18
I,1,0,2018/11/22
J,0,0,2005/5/19
G,1,0,2019/1/17
C,1,0,2019/1/29
H,0,0,2009/10/18
J,0,0,2018/9/17
M,0,0,2019/3/24
M,0,0,2018/11/14
L,0,0,2018/10/31
F,0,0,2005/8/19
C,1,0,2018/11/20
A,0,0,2018/7/16
F,0,0,2008/5/18
B,1,0,2011/1/18
E,0,0,2019/6/26
E,0,0,2019/2/24
J,0,0,2003/6/19
J,0,0,2019/6/23
C,1,0,2019/3/14
I,1,0,2019/4/21
E,0,0,2003/11/19
F,0,0,2007/9/18
H,0,0,2003/5/19
F,0,0,2003/12/19
E,0,0,2018/11/18
F,0,0,2018/11/18
B,1,0,2019/3/21
C,1,0,2019/3/19
C,1,0,2019/5/28
E,0,0,2018/7/25
G,1,0,2008/1/18
G,1,0,2010/8/18
H,0,0,2008/1/18
F,0,0,2019/6/23
C,1,0,2018/12/16
G,1,0,2019/1/23
J,0,0,2009/5/18
F,0,0,2018/6/24
E,0,0,2018/8/16
C,1,0,2006/11/19
E,0,0,2019/5/27
D,1,0,2005/8/19
F,0,0,2018/7/30
E,0,0,2007/1/19
J,0,0,2007/9/19
G,1,0,2007/11/19
H,0,0,2003/4/19
I,1,0,2018/7/25
K,1,0,2007/10/19
C,1,0,2019/2/20
C,1,0,2019/3/13
B,1,0,2019/3/27
C,1,0,2007/10/19
K,1,0,2007/7/19
F,0,0,2003/3/19
G,1,0,2019/6/13
C,1,0,2009/6/18
F,0,0,2019/3/13
F,0,0,2004/9/19
F,0,0,2018/10/16
F,0,0,2019/2/18
E,0,0,2019/6/26
F,0,0,2019/6/16
A,0,0,2019/2/17
F,0,0,2018/12/17
E,0,0,2019/1/17
J,0,0,2018/11/25
F,0,0,2019/1/24
B,1,0,2019/5/16
G,1,0,2018/11/21
B,1,0,2007/4/18
H,0,0,2007/3/18
H,0,0,2001/2/19
N,1,0,2018/8/23
C,1,0,2018/12/14
F,0,0,2009/5/18
F,0,0,2018/6/24
H,0,0,2003/6/19
L,0,0,2011/4/18
D,1,0,2018/6/26
I,1,0,2018/11/29
G,1,0,2018/8/27
D,1,0,2001/9/19
F,0,0,2019/1/29
C,1,0,2011/8/18
B,1,0,2018/11/19
K,1,0,2019/3/25
I,1,0,2009/9/18
C,1,0,2009/9/18
B,1,0,2004/11/19
C,1,0,2005/8/19
G,1,0,2018/11/28
G,1,0,2019/5/15
A,0,0,2011/7/18
J,0,0,2019/1/15
E,0,0,2018/11/25
M,0,0,2018/11/25
E,0,0,2018/9/26
G,1,0,2018/8/14
H,0,0,2019/6/24
G,1,0,2004/4/19
F,0,0,2010/10/18
E,0,0,2007/2/18
B,1,0,2018/7/17
G,1,0,2018/6/21
G,1,0,2018/7/25
K,1,0,2008/1/18
B,1,0,2018/11/22
I,1,0,2012/9/18
C,1,0,2012/9/18
D,1,0,2019/7/17
E,0,0,2012/5/18
E,0,0,2018/11/25
F,0,0,2006/3/19
G,1,0,2019/4/24
I,1,0,2019/6/16
G,1,0,2006/11/19
J,0,0,2001/8/19
N,1,0,2019/1/24
A,0,0,2018/8/27
H,0,0,2019/1/16
C,1,0,2008/1/18
G,1,0,2008/1/18
I,1,0,2008/3/18
C,1,0,2008/6/18
B,1,0,2009/6/18
C,1,0,2018/10/17
B,1,0,2018/11/15
G,1,0,2018/12/13
K,1,0,2019/3/21
F,0,0,2018/8/28
J,0,0,2018/9/25
F,0,0,2009/6/18
C,1,0,2018/10/26
G,1,0,2012/7/18
G,1,0,2019/5/17
C,1,0,2019/5/22
F,0,0,2011/7/18
K,1,0,2001/10/19
B,1,0,2018/11/29
B,1,0,2004/4/19
F,0,0,2018/8/20
H,0,0,2018/6/25
I,1,0,2007/11/18
C,1,0,2001/10/19
I,1,0,2018/8/30
D,1,0,2018/6/24
D,1,0,2009/9/18
C,1,0,2010/10/18
B,1,0,2018/11/18
D,1,0,2018/11/29
C,1,0,2012/5/18
G,1,0,2012/5/18
D,1,0,2012/5/18
B,1,0,2019/1/29
B,1,0,2019/2/28
G,1,0,2019/3/24
L,0,0,2018/10/14
F,0,0,2019/3/20
J,0,0,2005/7/19
J,0,0,2019/5/15
F,0,0,2019/5/23
J,0,0,2018/8/14
A,0,0,2018/11/21
M,0,0,2019/4/25
L,0,0,2018/9/17
A,0,0,2019/1/22
H,0,0,2001/10/19
D,1,0,2018/9/16
H,0,0,2005/8/19
G,1,0,2007/11/18
K,1,0,2018/11/29
G,1,0,2019/1/15
G,1,0,2018/9/19
C,1,0,2018/10/30
D,1,0,2012/11/18
G,1,0,2019/2/21
D,1,0,2019/3/21
I,1,0,2004/10/19
A,0,0,2005/6/19
I,1,0,2018/9/23
D,1,0,2018/11/25
H,0,0,2018/8/20
C,1,0,2007/12/19
F,0,0,2019/3/27
G,1,0,2007/12/18
F,0,0,2019/3/14
G,1,0,2003/5/19
B,1,0,2003/6/19
G,1,0,2018/6/27
A,0,0,2007/7/19
B,1,0,2018/8/15
C,1,0,2010/2/18
G,1,0,2005/7/19
G,1,0,2019/4/28
F,0,0,2001/8/19
I,1,0,2018/7/15
I,1,0,2018/9/30
N,1,0,2010/2/18
I,1,0,2010/3/18
C,1,0,2018/11/27
G,1,0,2019/1/30
B,1,0,2019/3/20
C,1,0,2019/3/25
B,1,0,2019/3/26
C,1,0,2019/3/27
G,1,0,2004/10/19
D,1,0,2019/6/19
C,1,0,2007/4/19
C,1,0,2007/10/19
J,0,0,2019/2/13
L,0,0,2019/5/22
H,0,0,2001/8/19
J,0,0,2010/11/18
H,0,0,2018/11/19
H,0,0,2006/5/19
F,0,0,2019/6/19
L,0,0,2018/7/24
C,1,0,2018/10/25
C,1,0,2018/6/28
C,1,0,2018/9/13
G,1,0,2018/11/15
I,1,0,2019/6/24
A,0,0,2011/4/18
G,1,0,2018/11/14
J,0,0,2009/10/18
M,0,0,2019/5/14
G,1,0,2010/2/18
C,1,0,2004/11/19
H,0,0,2018/6/28
L,0,0,2012/10/18
J,0,0,2019/6/17
I,1,0,2009/12/18
G,1,0,2018/9/27
B,1,0,2004/9/19
G,1,0,2019/5/29
M,0,0,2003/11/19
A,0,0,2003/11/19
K,1,0,2009/12/18
B,1,0,2019/5/22
B,1,0,2018/10/25
E,0,0,2010/10/18
J,0,0,2019/4/22
J,0,0,2019/6/30
E,0,0,2019/1/13
F,0,0,2019/3/19
B,1,0,2018/10/16
J,0,0,2019/6/23
F,0,0,2005/8/19
H,0,0,2011/7/18
K,1,0,2018/12/20
D,1,0,2004/8/19
I,1,0,2004/4/19
A,0,0,2018/9/26
G,1,0,2018/7/31
G,1,0,2018/11/22
C,1,0,2018/12/13
J,0,0,2018/7/30
E,0,0,2012/11/18
E,0,0,2007/3/18
B,1,0,2004/3/19
C,1,0,2019/5/15
B,1,0,2019/2/17
A,0,0,2019/3/18
C,1,0,2019/5/27
E,0,0,2018/11/22
M,0,0,2019/3/27
M,0,0,2019/1/15
E,0,0,2019/1/13
A,0,0,2019/5/15
H,0,0,2003/3/19
D,1,0,2018/6/24
B,1,0,2011/11/18
D,1,0,2003/7/19
B,1,0,2019/2/19
F,0,0,2019/3/21
E,0,0,2019/5/21
C,1,0,2018/12/14
C,1,0,2019/6/26
E,0,0,2018/11/21
L,0,0,2018/10/15
C,1,0,2018/8/30
K,1,0,2019/6/13
E,0,0,2001/8/19
G,1,0,2019/4/24
J,0,0,2003/12/19
C,1,0,2018/9/26
F,0,0,2019/1/24
L,0,0,2010/1/18
J,0,0,2018/11/14
J,0,0,2012/10/18
G,1,0,2018/10/31
D,1,0,2018/11/22
N,1,0,2019/5/21
L,0,0,2019/1/15
L,0,0,2004/2/19
E,0,0,2004/2/19
F,0,0,2004/2/19
D,1,0,2019/2/28
A,0,0,2019/3/19
C,1,0,2018/8/23
B,1,0,2010/8/18
B,1,0,2019/1/16
E,0,0,2018/7/29
B,1,0,2010/10/18
F,0,0,2018/7/29
I,1,0,2001/7/19
D,1,0,2008/5/18
I,1,0,2018/8/15
C,1,0,2018/8/28
I,1,0,2018/9/26
N,1,0,2018/10/25
C,1,0,2018/11/15
G,1,0,2018/11/29
G,1,0,2012/10/18
G,1,0,2019/3/14
K,1,0,2019/5/15
B,1,0,2019/5/16
C,1,0,2019/5/30
G,1,0,2019/5/30
H,0,0,2007/4/18
A,0,0,2018/8/19
L,0,0,2010/8/18
F,0,0,2005/6/19
E,0,0,2019/5/27
L,0,0,2018/8/13
M,0,0,2019/5/19
A,0,0,2019/5/22
A,0,0,2019/3/17
F,0,0,2012/6/18
F,0,0,2019/1/28
F,0,0,2009/10/18
A,0,0,2007/8/19
C,1,0,2018/6/27
K,1,0,2011/8/18
K,1,0,2019/2/19
D,1,0,2004/1/19
B,1,0,2006/12/19
E,0,0,2007/9/18
A,0,0,2019/6/16
I,1,0,2011/1/18
D,1,0,2019/6/19
E,0,0,2019/5/28
G,1,0,2018/10/15
I,1,0,2018/11/14
D,1,0,2010/9/18
I,1,0,2019/1/17
D,1,0,2019/1/23
H,0,0,2001/7/19
A,0,0,2007/3/19
H,0,0,2009/9/18
B,1,0,2010/11/18
I,1,0,2005/7/19
J,0,0,2004/1/19
B,1,0,2018/6/27
D,1,0,2018/8/15
D,1,0,2018/8/30
G,1,0,2009/2/18
C,1,0,2009/12/18
N,1,0,2018/11/29
I,1,0,2019/5/23
B,1,0,2019/6/26
A,0,0,2018/12/17
A,0,0,2018/9/16
H,0,0,2001/6/19
L,0,0,2019/3/24
A,0,0,2006/10/19
B,1,0,2018/6/28
F,0,0,2004/4/19
G,1,0,2018/9/19
G,1,0,2018/8/21
B,1,0,2006/4/19
B,1,0,2019/4/28
D,1,0,2019/1/16
N,1,0,2018/7/23
D,1,0,2018/11/20
G,1,0,2018/11/21
B,1,0,2018/11/25
I,1,0,2006/2/19
B,1,0,2018/10/18
B,1,0,2012/9/18
G,1,0,2018/12/16
C,1,0,2019/2/19
H,0,0,2018/7/29
A,0,0,2019/5/27
A,0,0,2011/4/18
E,0,0,2009/9/18
B,1,0,2008/1/18
B,1,0,2011/1/18
L,0,0,2018/10/28
J,0,0,2018/9/13
L,0,0,2018/12/16
G,1,0,2011/4/18
D,1,0,2009/2/18
L,0,0,2019/6/26
N,1,0,2011/7/18
H,0,0,2011/7/18
D,1,0,2004/1/19
C,1,0,2004/3/19
I,1,0,2019/6/23
L,0,0,2019/1/24
E,0,0,2018/10/25
G,1,0,2018/8/21
N,1,0,2019/6/13
F,0,0,2007/4/18
J,0,0,2019/6/16
K,1,0,2018/10/16
F,0,0,2004/1/19
H,0,0,2007/2/19
M,0,0,2003/4/19
J,0,0,2003/6/19
F,0,0,2003/6/19
B,1,0,2019/1/20
I,1,0,2019/1/20
J,0,0,2018/11/18
J,0,0,2019/1/20
E,0,0,2018/7/22
A,0,0,2019/1/17
M,0,0,2019/6/26
E,0,0,2003/12/19
G,1,0,2018/9/20
B,1,0,2010/10/18
C,1,0,2004/3/19
D,1,0,2007/10/19
F,0,0,2006/4/19
F,0,0,2018/8/27
H,0,0,2004/1/19
A,0,0,2019/1/29
F,0,0,2019/1/29
G,1,0,2018/9/28
C,1,0,2007/9/18
D,1,0,2018/8/16
C,1,0,2018/9/20
I,1,0,2001/6/19
B,1,0,2003/6/19
G,1,0,2019/3/27
D,1,0,2019/4/25
L,0,0,2018/8/14
M,0,0,2018/9/25
A,0,0,2001/8/19
J,0,0,2019/1/30
L,0,0,2005/7/19
I,1,0,2018/10/21
N,1,0,2002/12/19
C,1,0,2019/5/28
H,0,0,2002/12/19
A,0,0,2019/5/26
J,0,0,2010/7/18
E,0,0,2018/8/26
H,0,0,2007/10/19
C,1,0,2019/1/24
E,0,0,2008/6/18
G,1,0,2019/6/19
C,1,0,2019/6/20
M,0,0,2019/6/19
M,0,0,2019/6/19
M,0,0,2019/7/16
C,1,0,2001/8/19
M,0,0,2018/7/25
E,0,0,2018/9/25
D,1,0,2012/9/18
E,0,0,2018/9/17
J,0,0,2018/12/25
J,0,0,2018/7/22
K,1,0,2011/7/18
N,1,0,2018/11/28
C,1,0,2019/3/27
F,0,0,2018/6/26
F,0,0,2018/11/28
F,0,0,2019/2/24
E,0,0,2018/9/17
E,0,0,2010/7/18
H,0,0,2009/5/18
K,1,0,2003/6/19
B,1,0,2019/5/23
C,1,0,2010/8/18
G,1,0,2010/9/18
L,0,0,2018/6/24
E,0,0,2019/5/20
J,0,0,2018/7/15
C,1,0,2019/3/28
B,1,0,2018/9/20
C,1,0,2019/5/16
B,1,0,2019/5/28
C,1,0,2019/3/28
D,1,0,2019/5/24
A,0,0,2018/7/30
J,0,0,2018/10/14
J,0,0,2019/3/13
K,1,0,2004/4/19
I,1,0,2004/8/19
I,1,0,2019/6/18
K,1,0,2018/9/26
D,1,0,2019/6/17
B,1,0,2018/12/19
D,1,0,2001/11/19
E,0,0,2007/4/19
C,1,0,2018/10/28
A,0,0,2018/6/26
E,0,0,2004/11/19
G,1,0,2010/11/18
N,1,0,2019/1/24
C,1,0,2019/5/29
J,0,0,2018/11/27
G,1,0,2019/6/19
J,0,0,2018/10/29
E,0,0,2007/9/18
H,0,0,2010/7/18
A,0,0,2018/11/20
D,1,0,2004/7/19
E,0,0,2006/3/19
K,1,0,2007/11/19
C,1,0,2018/10/24
K,1,0,2019/6/13
J,0,0,2011/6/18
C,1,0,2018/11/15
D,1,0,2019/3/14
C,1,0,2007/4/19
L,0,0,2007/11/18
F,0,0,2018/7/23
F,0,0,2007/4/18
C,1,0,2019/7/16
F,0,0,2018/10/24
I,1,0,2019/3/26
C,1,0,2012/10/18
E,0,0,2004/8/19
I,1,0,2009/6/18
C,0,1,2018/11/21
G,0,1,2019/3/13
B,0,1,2010/10/18
I,0,1,2019/2/17
C,0,1,2019/5/18
B,0,1,2019/5/26
D,0,1,2019/2/16
K,0,1,2009/12/18
C,0,1,2005/4/19
B,0,1,2018/10/31
C,0,1,2007/2/19
D,0,1,2009/2/18
K,0,1,2012/9/18
B,0,1,2005/11/19
B,0,1,2018/10/23
B,0,1,2018/10/24
B,0,1,2003/1/19
G,0,1,2018/9/26
B,0,1,2006/4/19
B,0,1,2019/2/20
D,0,1,2019/1/15
C,0,1,2019/5/24
D,0,0,2018/8/14
B,0,0,2004/7/19
B,0,0,2006/9/19
M,1,0,2009/5/18
D,0,0,2012/5/18
M,1,0,2004/10/19
C,0,0,2001/7/19
K,0,0,2001/7/19
E,1,0,2003/3/19
M,1,0,2018/7/18
D,0,0,2019/5/26
C,0,0,2006/5/19
H,0,1,2010/9/18
J,0,1,2018/7/24
E,0,1,2019/1/15
E,0,1,2005/6/19
H,0,1,2018/9/17
E,0,1,2019/5/14
J,0,1,2009/5/18
L,0,1,2018/10/16
E,0,1,2019/5/15
F,0,1,2019/5/15
A,0,1,2018/10/15
J,0,1,2019/2/17
E,0,1,2019/5/22
H,0,1,2018/11/28
J,0,1,2019/3/17
A,0,1,2018/10/23
E,0,1,2018/9/16
H,0,1,2019/7/15
E,0,1,2018/6/24
E,0,1,2018/10/20
F,0,1,2011/3/18
A,0,1,2018/8/15
J,0,1,2005/5/19
A,0,1,2007/6/19
E,0,1,2007/9/19
F,0,1,2019/6/25
E,0,1,2012/10/18
A,0,1,2019/7/14
E,0,1,2018/10/29
J,0,1,2019/5/22
H,0,1,2018/10/31
E,0,1,2012/4/18
K,1,0,2019/3/27
C,1,0,2019/3/27
K,1,0,2019/1/22
B,1,0,2019/1/22
G,1,0,2019/1/22
F,0,0,2009/5/18
F,0,0,2005/6/19
C,1,0,2018/10/17
E,0,0,2018/11/13
K,1,0,2011/10/18
B,1,0,2011/10/18
D,1,0,2011/10/18
B,1,0,2018/11/28
G,1,0,2012/1/18
I,1,0,2018/9/21
D,1,0,2010/10/18
B,1,0,2019/6/22
I,1,0,2018/10/28
C,1,0,2018/10/28
L,0,0,2011/4/18
A,0,0,2018/10/14
E,0,0,2018/9/16
D,1,0,2018/9/22
C,1,0,2018/7/18
A,0,0,2001/9/19
D,1,0,2019/3/30
E,0,0,2019/7/16
C,1,0,2001/2/19
F,0,0,2012/4/18
M,0,0,2008/8/18
C,1,0,2018/9/25
A,0,0,2018/9/16
A,0,0,2009/9/18
I,1,0,2018/8/26
N,1,0,2012/4/18
C,1,0,2019/1/30
B,1,0,2003/9/19
C,1,0,2019/3/17
N,1,0,2019/6/20
A,0,0,2019/6/20
J,0,0,2018/11/19
E,0,0,2018/8/13
I,1,0,2018/11/17
B,1,0,2019/2/21
H,0,0,2006/10/19
C,1,0,2011/9/18
J,0,0,2018/11/21
H,0,0,2012/4/18
H,0,0,2002/2/19
F,0,0,2018/8/27
F,0,0,2018/10/30
N,1,0,2018/9/26
B,1,0,2018/11/14
D,1,0,2018/7/14
K,1,0,2012/1/18
C,1,0,2019/6/15
L,0,0,2019/5/27
J,0,0,2007/7/19
F,0,0,2019/1/30
B,1,0,2003/6/19
C,1,0,2003/6/19
C,1,0,2018/10/16
I,1,0,2019/2/20
M,0,0,2019/3/13
B,1,0,2018/10/30
B,1,0,2018/11/24
G,1,0,2008/8/18
I,1,0,2008/8/18
L,0,0,2007/9/19
L,0,0,2019/2/18
G,1,0,2003/6/19
J,0,0,2003/4/19
E,0,0,2018/10/29
K,1,0,2019/1/16
K,1,0,2019/2/20
C,1,0,2006/12/19
F,0,0,2018/7/16
H,0,0,2004/8/19
F,0,0,2009/4/18
F,0,0,2019/2/20
F,0,0,2018/7/17
A,0,0,2018/10/23
J,0,0,2012/3/18
I,1,0,2009/9/18
K,1,0,2018/8/25
B,1,0,2009/5/18
F,0,0,2012/9/18
C,1,0,2005/8/19
E,0,0,2005/6/19
B,1,0,2019/1/15
C,1,0,2009/12/18
E,0,0,2012/2/18
C,1,0,2019/7/16
L,0,0,2012/12/18
M,0,0,2009/9/18
E,0,0,2018/10/14
H,0,0,2019/1/30
D,1,0,2019/6/22
E,0,0,2019/1/14
F,0,0,2018/7/31
F,0,0,2019/7/15
E,0,0,2011/12/18
A,0,0,2019/3/13
G,1,0,2019/4/16
G,1,0,2019/4/30
B,1,0,2011/7/18
C,1,0,2019/6/13
E,0,0,2018/9/18
A,0,0,2019/1/27
G,1,0,2009/4/18
G,1,0,2019/1/15
C,1,0,2018/9/18
I,1,0,2018/9/15
G,1,0,2019/2/19
C,1,0,2019/2/20
H,0,0,2018/6/20
B,1,0,2018/8/25
E,0,0,2001/5/19
E,0,0,2001/5/19
J,0,0,2019/4/29
D,1,0,2007/3/19
C,1,0,2008/1/18
B,1,0,2019/2/20
F,0,0,2018/6/25
E,0,0,2018/10/22
D,1,0,2003/6/19
I,1,0,2019/6/26
C,1,0,2006/4/19
C,1,0,2019/2/26
E,0,0,2018/11/22
B,1,0,2003/9/19
D,1,0,2003/9/19
I,1,0,2018/7/14
H,0,0,2018/10/29
E,0,0,2019/1/21
E,0,0,2009/9/18
F,0,0,2018/8/13
F,0,0,2011/11/18
J,0,0,2011/11/18
A,0,0,2007/8/18
L,0,0,2018/10/30
M,0,0,2018/12/16
C,1,0,2018/9/19
N,1,0,2019/1/21
C,1,0,2004/10/19
A,0,0,2019/1/21
E,0,0,2018/11/13
E,0,0,2018/9/17
G,1,0,2018/7/19
C,1,0,2011/7/18
K,1,0,2019/3/30
F,0,0,2005/6/19
J,0,0,2019/4/23
F,0,0,2019/1/14
J,0,0,2011/12/18
J,0,0,2018/9/25
E,0,0,2019/6/25
I,1,0,2005/5/19
D,1,0,2005/5/19
E,0,0,2019/2/20
H,0,0,2003/4/19
D,1,0,2018/9/15
C,1,0,2018/11/30
B,1,0,2012/4/18
E,0,0,2009/12/18
B,1,0,2004/10/19
B,1,0,2008/11/18
G,1,0,2007/1/18
F,0,0,2019/1/15
B,1,0,2018/11/13
J,0,0,2019/3/19
I,1,0,2018/11/24
E,0,0,2011/12/18
L,0,0,2018/10/23
A,0,0,2019/2/19
L,0,0,2019/6/26
I,1,0,2019/6/23
H,0,0,2008/1/18
D,1,0,2008/5/18
I,1,0,2019/1/15
L,0,0,2018/8/27
L,0,0,2018/7/18
F,0,0,2007/2/18
C,1,0,2018/7/17
C,1,0,2009/1/18
C,1,0,2018/11/20
L,0,0,2001/9/19
A,0,0,2004/9/19
E,0,0,2003/11/19
L,0,0,2019/2/19
H,0,0,2018/7/18
I,1,0,2018/6/26
B,1,0,2019/3/13
J,0,0,2018/6/26
J,0,0,2006/2/19
I,1,0,2018/7/21
D,1,0,2018/7/22
E,0,0,2018/12/16
E,0,0,2001/9/19
F,0,0,2011/7/18
E,0,0,2011/7/18
E,0,0,2019/3/31
B,1,0,2018/8/18
H,0,0,2018/6/27
L,0,0,2018/8/14
A,0,0,2018/12/16
F,0,0,2019/1/15
F,0,0,2003/5/19
J,0,0,2001/7/19
G,1,0,2006/5/19
H,0,0,2019/5/27
H,0,0,2019/5/27
D,1,0,2006/12/19
J,0,0,2009/5/18
B,1,0,2007/10/19
A,0,0,2019/1/15
F,0,0,2019/6/25
E,0,0,2019/2/18
F,0,0,2018/10/16
C,1,0,2019/4/27
C,1,0,2018/8/16
C,1,0,2018/8/29
C,1,0,2018/7/17
A,0,0,2018/7/15
F,0,0,2009/9/18
C,1,0,2018/8/26
J,0,0,2019/5/22
I,1,0,2019/4/20
D,1,0,2018/6/30
E,0,0,2019/5/29
A,0,0,2012/11/18
B,1,0,2007/1/18
H,0,0,2010/1/18
B,1,0,2019/6/18
A,0,0,2007/7/19
C,1,0,2008/1/18
G,1,0,2009/5/18
C,1,0,2012/8/18
M,0,0,2001/9/19
F,0,0,2006/3/19
G,1,0,2018/6/30
B,1,0,2019/3/17
J,0,0,2018/6/25
F,0,0,2018/7/15
D,1,0,2019/5/21
D,1,0,2019/3/30
H,0,0,2019/7/16
A,0,0,2012/11/18
J,0,0,2010/7/18
B,1,0,2019/2/17
J,0,0,2019/5/29
J,0,0,2019/2/17
B,1,0,2018/7/31
I,1,0,2018/9/29
I,1,0,2007/9/19
H,0,0,2002/12/19
B,1,0,2012/8/18
K,1,0,2003/6/19
F,0,0,2018/7/31
A,0,0,2018/10/28
H,0,0,2009/3/18
H,0,0,2019/5/13
E,0,0,2019/7/16
L,0,0,2018/9/23
L,0,0,2019/6/17
B,1,0,2007/2/18
F,0,0,2009/12/18
E,0,0,2018/9/25
E,0,0,2012/12/18
H,0,0,2012/12/18
F,0,0,2012/11/18
F,0,0,2012/11/18
E,0,0,2001/7/19
E,0,0,2004/8/19
F,0,0,2018/10/31
E,0,0,2018/7/22
C,1,0,2018/8/27
I,1,0,2011/3/18
I,1,0,2019/1/23
K,1,0,2001/9/19
N,1,0,2019/1/15
N,1,0,2019/3/19
G,1,0,2018/9/19
G,1,0,2019/5/22
B,1,0,2019/6/19
J,0,0,2019/5/19
C,1,0,2019/5/29
L,0,0,2019/2/20
D,1,0,2018/6/30
